A0,4.801554820016391e-14,1.1010673851844346e-14,-300.4175955143936
B1,6.106251099545693,8.404870742303455,-300.14414629729356
C1,9.881243347690635,-3.2105256370359423,-300.17592313994066
D1,5.484666054081723e-14,-10.393421647029246,-300.290155549511
E1,-9.886264235960976,-3.212160703569476,-300.32853963317456
A1,-6.107951000178745,8.407207578409562,-300.2276143710617
A3,3.7389352769068886e-14,16.813079747133823,-299.8411125641592
B2,12.201850129713497,16.79498477481058,-299.52038001519253
B3,15.987318963515184,5.194760725318501,-299.7998381306744
C2,19.74634381821193,-6.415642576884498,-299.57101447092117
C3,9.88493609839862,-13.604912086293734,-299.92696246816166
D2,4.7339996570072944e-14,-20.77751647641373,-299.78955358553736
D3,-9.89037271356592,-13.612391601332302,-300.0918036418488
E2,-19.766221713981633,-6.422100602929519,-299.8725874933026
E3,-15.999087392518565,5.198590489216216,-300.0205687501901
A2,-12.20769443299809,16.803028859331597,-299.66378687579135
A5,-6.105625200842128,25.22661292555962,-299.1645533791875
A6,6.1043763432677425,25.221459451251093,-299.1034244349842
B4,18.28165046506619,25.16258853400481,-298.57674337358816
B5,22.09796380635584,13.597810860288863,-299.07382088077804
B6,25.871898982681206,1.988786674520084,-299.09319726399076
C4,29.58359618866189,-9.611409422660989,-298.609648202623
C5,19.769216969250916,-16.82058865610071,-299.19743456288785
C6,9.892495419110475,-24.008172627350746,-299.3029905481169
D4,4.4625876005537045e-14,-31.137460089447863,-298.9125391718659
D5,-9.898200246220233,-24.02201470785348,-299.4755878173943
D6,-19.78806664294616,-16.836631854971085,-299.48279808039655
E4,-29.62126378278274,-9.623649942739245,-298.9898572907951
E5,-25.902112699351605,1.991106719586804,-299.4425500043438
E6,-22.117161971525245,13.609622077131819,-299.3335623115965
A4,-18.290942308597113,25.17537830204916,-298.72847162786377
A8,-12.18332895658906,33.59380527876075,-298.1212654515382
A9,3.7145930298410706e-14,33.61639074964543,-298.31902643178785
A10,12.180777491405896,33.586767301947674,-298.0588006270831
B7,24.341455565173227,33.50382054734292,-297.3222112008786
B8,28.17830142138588,21.96380180720176,-298.0588017444991
B9,31.968678984110483,10.38781512760344,-298.30443158481404
B10,35.706398919314246,-1.2051713862529962,-298.05880104237696
C7,39.3853510108283,-12.79714774947614,-297.3222110367023
C8,29.601314080458735,-20.01579845604788,-298.11306655109496
C9,19.767558855012656,-27.207711424322788,-298.45279959506746
C10,9.895137850945215,-34.35964554377279,-298.30533866829927
D7,3.995835206231219e-14,-41.458219955805255,-297.65873542779093
D8,-9.900638577658812,-34.37874622671725,-298.47119570275373
D9,-19.785067009126962,-27.231817048636856,-298.71716869115403
D10,-29.636874105986806,-20.03984519462224,-298.47119900081736
E7,-39.43984901665428,-12.814852259451968,-297.7335891707497
E8,-35.75580106705199,-1.206828613289627,-298.4711988438114
E9,-32.00398297795816,10.399281811238207,-298.6337848702359
E10,-28.198686648811375,21.979691099584606,-298.27437634695195
A7,-24.349986642366325,33.51556007448922,-297.42638489629314
A12,-18.28350496084256,42.02826811895166,-296.69715445586075
A13,-6.103973072133692,42.07988349440019,-297.16582236680233
A14,6.1039729884412,42.07989340675984,-297.16581829639364
A15,18.282050786070624,42.02492568738613,-296.6735596864256
B11,30.37219070092438,41.80408205813701,-295.71172417914545
B12,34.317853858583085,30.373991377536157,-296.6735594985657
B13,38.13382058550959,18.808983358495965,-297.165818877132
B14,41.90630886692009,7.1980178045539205,-297.16581888264574
B15,45.61683988740447,-4.400958314173226,-296.67355962669643
C11,49.14320541580335,-15.966955169034499,-295.71172413755846
C12,39.49167783250118,-23.251910861825998,-296.6735638488991
C13,29.67855971231884,-30.46168930099561,-297.2317834243474
C14,19.805867832316515,-37.65047730460142,-297.3198912047493
C15,9.91871256191309,-44.78047136117035,-296.91508044574095
D11,4.4670104694834296e-14,-51.727760738649636,-296.0293908000653
D12,-9.924358199235472,-44.8059457889052,-297.08400067682044
